affiliation_id,affiliation_name
4208,"Punjabi University, Patiala"
4209,"Adjunct Professor, Embry-Riddle Aeronautical University"
4210,"Professor of elearning and health informatics, University of Nottingham"
4211,"Emeritus Professor, Botany and Microbiology Dept., Faculty of Science, Damietta Univ."
4212,"School of Computer Engineering, Nanyang Technological University, Singapore"
4213,"Professor of Spanish, University of Alabama"
4214,All India Institute of Medical Sciences
4215,"Taisei Professor of Civil Engineering Emeritus, University of California, Berkeley"
4216,gfz-potsdam
4217,Instituto de Pesquisas Energéticas e Nucleares - IPEN/CNEN
4218,"Full professor Corrosion Technology and Electrochemistry, TU Delft"
4219,University of Notre Dame
4220,"Universidad Simón Bolívar, Facultad de Ciencias sociales y jurídicas,  programa de trabajo social, sede Cúcuta"
4221,U.S. Army ARDEC Benet Laboratories
4222,Student of Full Sail University
4223,Slippery Rock University
4224,"Zoological Institute Russian Academy of Science, Biological Station Rybachy"
4225,"Senior Scientist, 2D Physics and QHR, CSIR-National Physical Laboratory"
4226,Korea Advanced Institute of Science and Technology
4227,"Sciences-Po, médialab"
4228,"Professor of Planning, University of Cincinnati"
4229,"Dirigente Medico I livello, MD, PHD, Policlinico Umberto I, Sapienza Università di Roma"
4230,"Student, Unicamp"
4231,Navy Research Laboratory and University of Maryland
4232,Vrije Universiteit Brussel
4233,University of L'Aquila
4234,"Research Institute for Humanity and Nature (Prof. Emeritus, Kobe U)"
4235,"Professor of TAHRD, NTNU"
4236,"Research Fellow, Universitat Rovira i Virgili"
4237,Dept of Ecology & Evolutionary Biology at UConn
4238,Mount Sinai School of Medicine
4239,"Professor Condensed Matter Physics, Chalmers University of Technology"
4240,"Institute of Psychiatry, Psychology and Neuroscience, London, UK and St Vincent's University"
4241,"SENIOR LECTURER, BOLGATANGA POLYTECHNIC"
4242,IRD
4243,"Anna University, BIT Campus, Tiruchirappalli"
4244,"DST Inspire faculty, Earth Science Discipline, IIT Gandhinagar"
4245,University of Maine
4246,Professor of Chemistry
4247,"Research Scholar, IIT Guwahati"
4248,"Professor of Mathematics, IIT Bombay"
4249,Universidade Estadual de Maringá
4250,"PhD Researcher, University of Hull"
4251,univpm
4252,King Abdullah University of Science and Technology (KAUST)
4253,"Postdoc, University of Geneva"
4254,National University of Ireland Post-Doctoral Fellow in the Sciences - Tyndall National Institute
4255,"PhD, Faculty of Civil  Engineering, Ho Chi Minh City University of Technology and Education"
4256,The University of Auckland
4257,"Graduate Research Assistant, University at Buffalo"
4258,"PhD Student, Univeristy of Debrecen"
4259,"Assistant Professor, Department of Psychology, Education and Child Studies, Erasmus University"
4260,Professor of Psychology (UCLM Medical School)
4261,Arima Genomics
4262,"Assistant Professor of Biological Science, Universiti Tunku Abdul Rahman"
4263,"Research Scientist, Mount St. Helens Institute"
4264,Orange Labs
4265,"Assistant Professor, Seacom Engineering College"
4266,"Faculty of Economics, Doshisha University"
4267,Monash University Malaysia
4268,"Professor of Applied Mathematics, Kaunas University of Technology"
4269,Norwegian University of Science and Technology
4270,"Mechanical Engineering, Sungkyunkwan University"
4271,"Ricercatore di Sociologia Generale, Università di Messina"
4272,"Professor of Geography, Portland State University"
4273,"Genomics Research Center, Academia Sinica"
4274,Proyecto Piedras Negras
4275,"Department of Textile Engineering, Yazd University"
4276,"Pesquisador Científico, Instituto de Zootecnia"
4277,"Assistant Professor, Washington University in St. Louis,"
4278,"Profesor de Planta, Universidad Piloto de Colombia (psicometría y análisis cuantitativo de datos en"
4279,University of Wollongong/University of Portsmouth
4280,Assistant Professor Chandigarh College of Pharmacy Mohali
4281,Children's Hospital of Eastern Ontario
4282,Laboratoire Magmas et Volcans
4283,Bangladesh Rice Research Institute
4284,Professora titular da Universidade Federal do Ceará
4285,"Senior Lecturer School of Dental Sciences, Universiti Sains Malaysia"
4286,"MPAT, ENRI"
4287,New York Medical College
4288,"Department of Pediatrics, National Cheng Kung University Hospital"
4289,lecturer
4290,"Post doctoral researcher, TU Freiberg"
4291,"Professor , University of Sao Paulo"
4292,PhD student in IT Management
4293,"Waste-to-Energy Business, Hitachi Zosen Corporation"
4294,"Postdoc at University of Campinas, Campinas - SP, Brazil"
4295,UET Taxila
4296,CONACYT-Universidad de Guadalajara
4297,Project Engineer | PhD
4298,"Laboratoire d'Hydraulique Saint-Venant, Cerema"
4299,"Research Fellow, The University of Tokyo"
4300,"Institute of Environmental Science and Technology, Universitat Autònoma de Barcelona"
4301,"Professor of Materials, Oxford University"
4302,IBM Research Brazil
4303,"Professor of  Psychiatry and Neuroscience, Tel Aviv University, Sagol Brain Institute, Tel Aviv"
4304,Illinois State University
4305,"Computational Scientist, UT Southwestern Medical Center"
4306,"Lecturer of Fluid Mechanics, Newcastle University, UK. "
4307,Yang Ming University Hospital
4308,Nagasaki University
4309,Prof
4310,"Senior Research Fellow, The George Institute for Global Health"
4311,"Deputy Vice-Chancellor, James Cook University, Singapore"
4312,"Graduate Student, Georgia Tech"
4313,R&D researcher @Inalve
4314,"Associate Professor of Information Systems, University of North Carolina at Charlotte"
4315,Duke University Medical Center
4316,University of Konstanz
4317,"Research Associate at the Knowledge Media Institute, the Open University"
4318,"Researcher, CNRS - IMBE"
4319,"Post-doctoral Research Associate, Centre for Virus Research,  University of Glasgow"
4320,"Assistant Professor, Cincinnati Children's Hospital Medical Center"
4321,"Professor of Practice,  Hult International Business School"
4322,"Professor, Dartmouth College"
4323,UCL
4324,"Professor of Biochemistry, College of Medicine, Al Imam Mohamed Ibn Saud Islamic University, Riyadh"
4325,Robotics Engineer
4326,University of Leicester
4327,overlege statens arbeidsmiljøinstitutt
4328,"Perelman School of Medicine, University of Pennsylvania"
4329,"University of California, Los Angeles Psychology Department"
4330,Medical University Innsbruck; Private University Liechtenstein
4331,University of Otago
4332,- None -
4333,American University in Bulgaria
4334,Max Planck Institute for Human Cognitive and Brain Sciences
4335,"Group Leader, ICN2-CSIC"
4336,"Assistant professor of Physics, Bharathidasan University"
4337,AMD
4338,"Assistant professor of Medical Sciences, Jordan university of science and technology"
4339,"Faculty, Kennedy Krieger Institute Johns Hopkins University School of Medicine"
4340,"Professor de Dentística, UNESP- Univ. Estadual Paulista"
4341,università degli Studi di Siena
4342,"PhD at University of California, Los Angeles"
4343,"Professor of Management Studies,IFET College of Engineering"
4344,Walter and Eliza Hall Institute
4345,"Scientist, CSIR-CEERI, Pilani"
4346,Sony US Research Center
4347,Sogang University
4348,"PhD Researcher, Coventry University"
4349,"Yeung Kin Man Endowed Chair Professor of Finance, City University of Hong Kong"
4350,University of Calabria
4351,"Collaborating Researcher, National Hellenic Research Foundation, Athens, Greece"
4352,"Pusat Penelitian Biomaterial, LIPI"
4353,SULTAN IDRIS EDUCATION UNIVERSITY
4354,"Professora Adjunta, Universidade Federal de São Paulo"
4355,"University of Guelph, ABScBW,Fac,CCSAW"
4356,"Professor of Regional Studies, Almaty Management University"
4357,Qualcomm Inc.
4358,University of the Philippines - Los Baños
4359,"Professor, Hebrew University"
4360,"Professor of Critical Race, Gender and Leadership Studies, Antioch University"
4361,"Professor of Psychology, University of Victoria"
4362,"PhD of Sedimentology, Iranian National Institute for Oceanography and Atmospheric Science"
4363,Senior Lecturer
4364,PhD Synergetic Urban Landscape Planning
4365,Rotterdam School of Management
4366,"Associate Professor, Health care services management department, Kerman university of medical"
4367,"Associate Professor of Anthropology, University of Hawai'i"
4368,University of North Texas
4369,"Associate Professor of microbiology, vikram university,ujjain"
4370,"Senior Lecturer, Universiti Kebangsaan Malaysia"
4371,"Post-doctoral Fellow, Open Lab, George Washington University"
4372,"Instituto de Química, Universidade de São Paulo"
4373,"Executive Dean, Faculty of Business and Enterprise, Swinburne University of Technology"
4374,"IISER, Thiruvananthapuram"
4375,"Anadolu University, Faculty of Tourism"
4376,Indian Institute of Technology Madras
4377,"Associate Professor of Computer Science, Yale University"
4378,"Professor of Neuroscience & Psychology, The University of Texas at Austin"
4379,Universidad de Cádiz. Prof. of Inorganic Chemistry. Department of Material Science ...
4380,KLE College of Pharmacy-Bengaluru
4381,"Department of Linguistics, University of Sydney; Martin Centre for Appliable Linguistics, Shanghai"
4382,"Assistant professor, CUNY Baruch College"
4383,"Researcher, Bioversity International"
4384,"Computer Science Division, University of California at Berkeley"
4385,Marie curie early stage researcher
4386,CNR-ISOF
4387,"Professor, Rochester Institute of Technology"
4388,"Centre for Comparative Genomics, Murdoch University"
4389,"Senior Professor, VIT University, Vellore"
4390,"Graduate Entry Medical School, University of Limerick, Ireland"
4391,"Investigadora, Instituto de Carboquímica, CSIC"
4392,Université Paris Descartes
4393,"Department of International Business, Ulster Business School, UU"
4394,AGH
4395,Doctoral Student at NIH/NIDDK and the University of Oxford
4396,"Assistant professor of pediatrics,Kermanshah university of medical sciences"
4397,"Assistant Professor, College of Computing & Informatics, Drexel University"
4398,"Professor de Genética, Universidade Federal de Viçosa"
4399,Aaron Diamond AIDS Research Center
4400,"Professor de Língua Portuguesa, Universidade do Estado do Rio Grande do Norte"
4401,British Science Association
4402,St Vincent's Hospital Melbourne; Burnet Institute Melbourne
4403,Professor of Cardiovascular Immunometabolism at Ludwig-Maximilians-University Munich
4404,"Professor of Soil Science, PMAS Arid Agriculture University Rawalpindi"
4405,İstinye Üniversitesi Liv Hastanesinde Kalp ve Damar Cerrahisi Uzmanı
4406,"Professor of Law, Pace Law School; Director, Brazil-American Institute for Law & Environment (BAILE)"
4407,"Physics Department, São Paulo State University - UNESP/SP - Brazil"
4408,"Associate Professor, University of California - Riverside"
4409,University of Ottawa
4410,NIH/NIAID
4411,LIRIS - INSA de Lyon
4412,KTH solid mechanics department
4413,"Tôi tên là Minh Nguyễn . Tôi là 9x đời đầu có nhiều khát vọng và mục đích . Tốt nghiệp ngành Công Nghệ Thông Tin trường Đại Học Kinh Doanh Công Nghệ , rất thích thú với viết những bài viết chia sẻ cuộc sống . Tôi tạo ra trang web nhỏ này để học hỏi và chia sẻ những kiến thức về thủ thuật máy tính cũng như các vấn đề trong cuộc sống !"
4414,"BioISI, Faculdade Ciências de Lisboa, Universidade de Lisboa"
4415,School of Aquatic and Fishery Sciences
4416,"Indiana University, The Kinsey Institute, Dept of Gender Studies"
4417,King Abdullah University of Science and Technology
4418,"Medical Biology Department, Faculty of Medicine Universitas Indonesia"
4419,"Institute for Systems and Robotics (ISR/IST),  LARSyS, Instituto Superior Técnico,  Univ Lisboa"
4420,The University of Edinburgh
4421,Korea Railroad Research Institute
4422,"Professore di Patologia Generale, Università di Bologna"
4423,Pharmaceutical Industry
4424,"Assistant professor, Instituto de Biologia UNAM"
4425,Researcher INTECH-Argentina
4426,Wenzhou Medical Unversity
4427,"Professor of Computer Science, Korea University"
4428,Institute of Metal Research
4429,"University Library, University of California Santa Cruz"
4430,Psychiatric University Hospital Zurich
4431,"Associate Professor of Astronomy & Astrophysics, University Paul Sabatier"
4432,NIT Jamshedpur
4433,Oxford Brookes University
4434,"Ministry of Health, Bhutan"
4435,"Nancy M. and John E. Lindahl Professor, Institute of Child Development, University of Minnesota"
4436,CIS Thingie
4437,Université François Rabelais
4438,"Ph.D. of CS, University of Massachusetts Boston"
4439,"Postdoctoral Associate, Massachusetts Institute of Technology"
4440,Memorial Sloan Kettering Cancer Center
4441,"Department of Ecology and Biology, University of Tuscia, Viterbo, Italy"
4442,"Assistant Professor of Inorganic Chemistry, Payame Noor University"
4443,CHC SITE ST VINCENT LIEGE
4444,"Professor of Biotechnology, Yonsei University"
4445,Khalifa University
4446,mutah university karak jordan
4447,"Professor scientific computing in terrestrial systems, Forschungszentrum Jülich, RWTH Aachen"
4448,UNED
4449,"Associate Professor Molecular Microbiology, VU University, Amsterdam"
4450,Caltech
4451,National Sun Yat-sen University
4452,Continuum Mechanics Group
4453,Malmö University
4454,Consultant
4455,"Professor of Environmental Science, University of Lethbridge"
4456,"Assistant Professor Spatial Design and Water Management, University of Groningen"
4457,Norwegian University of Life Sciences
4458,Heinrich Heine University Düsseldorf
4459,"University of Bradford, School of Pharmacy"
4460,Dean & Joint Director (Education)
4461,"Professora de Ciência Política , UNICAMP"
4462,"Professor of Biochemistry, Tel Aviv University"
4463,"Assistant Professor of Chemical Engineering, New Mexico State University"
4464,UPV/EHU
4465,Professor of otolaryngology Stanley Medical College
4466,"Escuela de Medicina Jose Maria Vargas, Universidad Central de Venezuela"
4467,"Professor of ECE and CS, University of Illinois at Urbana Champaign (UIUC)"
4468,Research Associate at ICAR-CNR
4469,Universidade Federal Fluminense - Professor Adjunto
4470,"Isfahan University of Medical Sciences, Isfahan, Iran"
4471,"Student, Sri Sairam Engineering College"
4472,private
4473,International Centre for Genetic Engineering and Biotechnology
4474,"Senior Lecturer, University of Melbourne"
4475,"Senior Lecturer, Computer Science Department, Tel-Hai College, Upper Galilee, Israel"
4476,"School of Materials Science and Engineering, Yeungnam University"
4477,"Professor of Bioinformatics, University of Muenster"
4478,"Environmental and Public Health Microbiology Laboratory (EPHM Lab), Monash University, Clayton"
4479,Professor of Mathematics Lisbon University
4480,"University of Kent, United Kingdom"
4481,Assistant Professor at Indiana University
4482,"University of Edinburgh, MHSE Childhood and Youth Studies Research Group"
4483,"Postdoctoral fellow, Harvard Medical School"
4484,"Professor of Environmental Horticulture, University of Florida, FLREC"
4485,"Data Scientist, Tachyus"
4486,Sorbonne Universite
4487,"Associate Professor, The Paul Merage School of Business, University of California at Irvine"
4488,"Professor of Medicine & Law - Stanford Medical School, Stanford Law School"
4489,"Professor of Ecology, Instituto Politécnico Nacional"
4490,"Institute of Physics, Zagreb"
4491,"PhD student, UC Berkeley"
4492,"Professor Ghent University, Faculty of Economics"
4493,Occidental College
4494,Swarthmore College
4495,"Doctoral Researcher, University of Cambridge"
4496,"Medicine Preventive and Public Health, Zaragoza University"
4497,"Kean University, School of Health and Human Performance"
4498,Kyoto University
4499,"College of Engineering, Shibaura Institute of Technology"
4500,Lewis University
4501,"Professeur de Géographie, université Rennes 2"
4502,"Professor of Marketing, Technical University of Cluj-Napoca, Romania"
4503,"Faculty of Pharmacy, University of Porto"
4504,"Professor and Dean of Learning & Teaching, College of Social Sciences, University of Glasgow, UK"
4505,"PhD student, school of Physics & Material Science, Anhui University, Hefei, China"
4506,"University of Maryland, Department of Criminology and Criminal Justice"
4507,Shaanxi Normal University
4508,"Professor Engenharia Civil, Universidade do Minho, ISISE - Institute for Sustainability and Innovation in Structural Engineering"
4509,"Professor of Electrical and Computer Engineering, University of Illinois at Urbana"
4510,CIRCE www.circe.info
4511,The Catholic University of Korea
4512,Air Force Research Laboratory
4513,Faculty of medicine and pharmacy of Rabat
4514,"21st Century Leadership Chair, Professor, Analytics Institute Co-Director @ Univ. of Arkansas"
4515,Postdoctoral Scientist
4516,"Lecturer, Brunel University London"
4517,"Professor of Radio Physics and Electromagnetics, Saratov State University"
4518,UERJ
4519,Illinois Wesleyan University
4520,"Associate Professor, Midwestern University"
4521,"PhD, Virginia Tech"
4522,"Associate Professor of Psychology, Colby College"
4523,"Hoagland-Metzler Endowed Professor; Professor of Operations and Supply Chain Management, MSU"
4524,Gangneung-Wonju National University
4525,Researcher & Educational advisor at Zuyd University of Applied Sciences & Maastricht University
4526,"Professor of Education, Harvard University"
4527,Professora Associada do Instituto de Biofísica Carlos Chagas Filho
4528,Cornell University School of ORIE
4529,"Professor of Biomedical Sciences, USQ"
4530,university of Liverpool
4531,National Oceanic and Atmospheric Administration
4532,"Professor Immunoparasitology, Addis Ababa University"
4533,"Yenepoya University, Mangalore University"
4534,"Samsung Research America, Inc"
4535,"M.Tech, IIT(ISM) DHANBAD"
4536,"Meteorological Institute, University Bonn"
4537,"CNRS research associate, Lab. for Interdisciplinary Physics, Grenoble, France"
4538,KAUST(King Abdullah University of Science and Technology)
4539,"PhD, Simon Fraser University - Health Canada"
4540,USDA-ARS and University of Minnesota
4541,Doutora em Odontopediatria
4542,SRI
4543,Trinity University
4544,"PhD Candidate, University of Michigan"
4545,Avatar Integrated Systems
4546,"professor of educational sciene, Open university of the Netherlands"
4547,Burgundy School of Business-TEG
4548,Akouos
4549,"Mendicino Chair in Sales, Professor of Marketing, University of Wyoming"
4550,"Mashhad University of Medical Sciences, Department of Medical Biotechnology, Mashhad, Iran"
4551,South African Medical Research Council
4552,Professor of Biological Sciences
4553,Instituto Tecnológico Metropolitano
4554,Akron Polymer Systems
4555,IFP Energies Nouvelles
4556,Wildlife Genetics International
4557,"Postdoctoral, National Taiwan University"
4558,DIAEE - Sapienza Università di Roma
4559,"Full Professor, Universidad de Granada"
4560,"Assist. Professor, Institute for Computational Science, Ton Duc Thang University, Vietnam"
4561,"Assistant Professor in Mathematics, Université Mohamed El Bachir El Ibrahimi Bordj Bou  Arreridj."
4562,"Professor of Solid Mechanics, Tsinghua University"
4563,"Senior Researcher, Institute of Biomaterials, University of Erlangen-Nuremberg, Germany"
4564,"Professor of Physics, Universidade Federal de Juiz de Fora, MG, Brazil"
4565,Greenville Health Systems
4566,Memorial University
4567,Physics Master's Student at ETH Zurich
4568,"Associate Professor, Department of English, Faculty of Letters, Hosei University"
4569,"Staff Engineer, Qualcomm"
4570,"Professor of Physics, Universidad Nacional de La Plata, IFLP(CONICET/UNLP)"
4571,Islamic University of Gaza
4572,"Professor of Mechanical Engineering, University of Campinas"
4573,"Universidad de Costa Rica, Instituto Clodomiro Picado"
4574,UNIVERSIDAD AUTÓNOMA DE SINALOA
4575,"Associate Professor of Public Finance, Mediterranean University of Reggio Calabria"
4576,Full Professor of Thermodynamics
4577,NVIDIA
4578,Universidade Federal de São Paulo - UNIFESP
4579,Tula Technology
4580,"'Qianjiang Scholar' Distinguished Professor of Zhejiang University of Technology, China"
4581,"Senior Researcher, National NanoFab Center"
4582,"Research Scholar of Botany, Gauhati University"
4583,"Sakarya University, Istanbul Technical University, Karlsruhe University (KIT and HsKa)"
4584,Independent Researcher; Alumni Environmental Change and Governance Group (ECGG)
4585,"Assistant Professor of Taste and Food Sciences, University of Gastronomic Science (Pollenzo, Italy)"
4586,UŚ Wydział Nauk o Ziemi
4587,"University of Cincinnati, Ohio"
4588,Grambling State University
4589,TOPTICA Photonics
4590,University of Health Sciences
4591,Facultad de Ingeniería UNAM
4592,GRAIL
4593,Yunnan Academy of Agricultural Sciences
4594,"Scientist, International Agency for Research on Cancer"
4595,brunel university
4596,Assistant professor - PhD of Environmental Health Engineering
4597,"Professor of Psychology, University of Sussex"
4598,"Graduate Student, Western University"
4599,Professeur de Biologie Végétale
4600,"Professor of English, University of Iowa"
4601,"Professor, ETH Zurich"
4602,"Postdoctoral Researcher, Joint BioEnergy Institute, Lawrence Berkeley National Laboratory"
4603,"PhD, Electrical and Computer Engineering, University of Wisconsin-Madison"
4604,"Associate Professor, School of Biomedical Sciences, The University of Hong Kong"
4605,University of Texas MD Anderson Cancer Center
4606,Investigador Superior de CONICET
4607,Doctoral student at Carnegie Mellon University
4608,"Associate Professor in Botany, Chaudhary Charan Singh University, Meerut (UP), India"
4609,"Professor of Management, Concordia University"
4610,"Professor of Pharmaceutical Organic Chemistry, Faculty of Pharmacy, Cairo University"
4611,Rider University
4612,"Faculty of Technology, University of Tuzla"
4613,"Professor of Medicine and Immunology, Maastricht University (NL) and University of Alberta (CA)"
4614,King Khalid University
4615,"Visiting Scholar, University of California, Irvine"
4616,Manhattan College
4617,HEIG-VD
4618,"Professor of Theoretical Chemistry, University of Regensburg"
4619,"Senior Engineer, Sikorsky Aircraft Corporation"
4620,Hacı Bektaş Veli Üniversitesi
4621,"Eindhoven University of Technology, The Netherlands"
4622,Nanjing Forestry University
4623,"Doutorando em Química, Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto"
4624,"PhD Scholar, IIT Madras"
4625,"Combined MD/PhD Candidate, University of Pennsylvania"
4626,"Docente, Universidad Técnica de Ambato"
4627,Former Genetics PhD at Stanford University
4628,"Associate Professor Design, Innovation & Entrepreneurship, Delft University of Technology"
4629,"Pesquisador,Centro Nacional de Pesquisa em Energia e Materiais"
4630,Microsoft
4631,Instituto de Astrofísica de Canarias
4632,"PhD, Museo Nacional de Ciencias Naturales (MNCN-CSIC)"
4633,Buck Institute for Research on Aging
4634,"Professor of Molecular Ecology, Bielefeld University"
4635,"Professor, University of North Carolina Charlotte"
4636,"Department of Communication, University of Missouri"
4637,"PhD, Telecom Italia"
4638,"Professor of Computer Engineering,University of Southampton"
4639,National Renewable Energy Laboratory
4640,"Assistant Professor, Johns Hopkins University School of Medicine"
4641,University of Warmia and Mazury in Olsztyn (Poland)
4642,"Chancellor's University Professor, Chemistry, Chemical & Biomolecular Engineering, Univ. Nebraska"
4643,University of innsbruck
4644,Sultan Qaboos University
4645,University of Delhi
4646,Universidade Estadual de Maringa
4647,"Complexity Lab in Economics (CLE), Università Cattolica del Sacro Cuore"
4648,Phytocom Pharmaceuticals
4649,"Plant Science department, CALS, Seoul National University"
4650,"Dean of the Faculty and Professor of Epidemiology, Harvard School of Public Health"
4651,National Yang-Ming University
4652,National Tsing Hua University (國立清華大學)
4653,"Lecturer of Radiodiagnosis Department, Faculty of Medicine, Assuit University"
4654,"Department of Automatic Control Engineering, Feng Chia University, Assistant Professor"
4655,"KIIT University, Bhubaneswar, INDIA"
4656,"Postdoctoral Researcher, School of Chemistry, CRANN, AMBER, Trinity College Dublin"
4657,Rochester Institute of Technology
4658,"Ospedale Meyer,  Università degli Studi di Firenze"
4659,Intel Corporation
4660,"Department Of Electrical Engineering, Faculty of Engineering, University of Malaya"
4661,"Univ. Tokyo, Professor"
4662,Deltares
4663,"Professeur de cancérologie, Université Paris Descartes"
4664,"EpiCentre, Art & Design, UNSW"
4665,"Senior Research Fellow, University Business School, Panjab University, Chandigarh"
4666,Kent state university
4667,"Learner, Learners Guild"
4668,Military Institute of Medicine
4669,University of Massachusetts Boston
4670,"Full Professor, Federal University of Rio de Janeiro"
4671,"Docente do Curso de Terapia Ocupacional, USP; orientadora no Prog de Pós-grad em Psicologia, UNESP"
4672,JAMSTEC ;NUIST;Kyoto University
4673,Specialist in Technological Development
4674,Qorvo IDP
4675,Green Cross Genome
4676,"Institut für Numerische Simulation, Rheinische Friedrich-Wilhelms-Universität Bonn; Fraunhofer SCAI"
4677,Harokopio University
4678,"OCE Postdoctoral Fellow, CSIRO Manufacturing Flagship"
4679,universiti teknologi malaysia
4680,"Ben-Gurion University, Israel"
4681,"Research Assistant, Institute of molecular genetics and genetic engineering, University of Belgrade"
4682,Lecturer of Udonthani Rajabhat University
4683,AEQUORA
4684,"Professor, Biology Department, Universidade Federal de Lavras"
4685,Reasercher @ MEMSFIELD
4686,"Robert J. Terry Professor & Director, Institute for Informatics, Washington University"
4687,"Partner, Entail AS"
4688,University of Central Florida
4689,"Centro de Investigaciones en Microbiologia y Parasitologia Tropical, Universidad de los Andes"
4690,University of Surrey
4691,Seoul national university
4692,"School of Meteorology, University of Oklahoma"
4693,"Erasmus MC, Delft University of Technology"
4694,"Maîttre de conférence, Université de Lyon1"
4695,Kochi university
4696,Worcester Polytechnic Institute
4697,"Senior Lecturer, Nottingham Trent University"
4698,"Department of Biology. University of Nevada, Reno"
4699,Washington University School of Medicine
4700,"Associate Research Scholar, Princeton University"
4701,Francisk Skorina Gomel State University (Гомельский государственный университет имени Франциска
4702,Lunds Universitet
4703,"Professor, University of Agriculture Makurdi, Nigeria"
4704,Consultant in Project Management and Evaluation
4705,"Facultad de Matematica Astronomia y Fisica, Universidad Nacional de Cordoba"
4706,"Ghent University, Belgium"
4707,MIT Lincoln Laboratory
4708,Professor Universidad Autonoma de Nuevo Leon
4709,"Assistant, Géologie Fondamentale et Appliquée, Université de Mons"
4710,"University of Milano-Bicocca, Ospedale Niguarda Ca' Granda"
4711,Bogomoletz Institute of Physiology
4712,"Criminal Justice/Criminology, Temple University"
4713,"Associate Professor of International Health, Social and Behavioral Interventions, Johns Hopkins"
4714,University of Hawaii at Manoa
4715,NEOMED
4716,"Professor, University of Malaya"
4717,UNIVERSIDAD DE ALICANTE. Departamento de Organización de Empresas.
4718,Beneficência Portuguesa de São Paulo
4719,"Doctoral candidate, Indian Institute of technology Guwahati"
4720,CIDETEC
4721,"Professor of Computer Science, University of Waikato, New Zealand"
4722,"Sonderegger Research Center, School of Pharmacy, University of Wisconsin-Madison"
4723,Queen Mary University
4724,"PhD in Electrical and Computer Engineering, McMaster University"
4725,Max Planck Institute for Chemical Physics of Solids
4726,Electrical and Computer Engineering
4727,University of Science & Technology of China
4728,INTEXTER - Universitat Politècnica de Catalunya
4729,南京大学
4730,"Associate Professor of Clinical Pharmacy, University of Tennessee Health Science Center"
4731,Hamad Bin Khalifa University
4732,Queen Mary University of London
4733,Technische Universitat Wien and Guangxi University
4734,Universidad Industrial de Santander
4735,"Senior Remote Sensing Scientist, Astron"
4736,"School of Physics, Universiti Sains Malaysia"
4737,Universita' di Ferrara
4738,"Fundacion Cardioinfantil-Instituto de Cardiología,Universidad del Rosario"
4739,"Docente carrera de Kinesiologia, Universidad Autonoma de Chile"
4740,UNESP Jaboticabal
4741,"Professor of Anthroplogy, University of Adelaide. Head of Anthropology, South Australian Museum."
4742,Thực phẩm
4743,Adana Şehir Hastanesi Kadın Hastalıkları ve Doğum Kliniği
4744,"Professor of Psychiatry, University of New South Wales"
4745,University of Sao Paulo - USP - Brazil
4746,"Profesor de Seguridad, Ergonomía e Higiene Industrial, Universidad Autónoma de Occidente, Cali"
4747,"Lecturer Sport Management, Western Sydney University"
4748,"Profesora Contratada Doctor, Odontología, Universidad Complutense de Madrid"
4749,"Helwan University, Faculty of Science, Math Dept."
4750,"Professor of Periodontology, School of Dentistry, Kyungpook National University"
4751,"R(D)SVS, University of Edinburgh"
4752,"University of Auckland, National Institute for Health Innovation"
4753,VA Puget Sound Health Care System and University of Washington
4754,"Johns Hopkins University, PhD"
4755,Qualcomm
4756,"Department of Civil Engineering, IIT Delhi"
4757,Beatson Institute for Cancer Research
4758,"Earth, Ocean and Atmospheric Science, Florida State University"
4759,universiti sains malaysia
4760,"Amphibian Evolution Lab, Vrije Universiteit Brussel"
4761,"Research Scientist, Associate Director"
4762,"R&D Audio Engineering, Jabra"
4763,"Tehran University of Medical Sciences, International Campus( IC)"
4764,"Professor of Political Science, Columbia University, NRU-Higher School of Economics, Moscow"
4765,"VIB, Belgium"
4766,"Graduate Research Associate, Ohio State University"
4767,Music DSP engineer and researcher
4768,"Professor of Biometry, University of Santiago de Compostela, Spain"
4769,"Department of Computer Science and Electrical Engineering, West Virginia University"
4770,"University of Engineering and Technology Taxila, Pakistan"
4771,"Professor of Neuroscience and Anatomy, Croatian Inst. Brain Res., Univ. of Zagreb Medical School"
4772,"University of Hull, Hull International Fisheries Institute"
4773,Professor of Pediatrics
4774,"PhD candidate, James Cook University"
4775,Biologista - Instituto Lauro de Souza Lima - Bauru - SP
4776,Texas A&M Health Science Center
4777,"Department of Chemistry and Biotechnology, The University of Tokyo"
4778,Universidade São Judas Tadeu Faculdade de Medicina da Universidade de São Paulo
4779,John A Faulkner Collegiate Professor of Physiology. University of Michigan Medical Center
4780,Tobii
4781,University of Melbourne; Monash University
4782,"Professor of Integrative Biology & Curator of Birds, University of California, Berkeley"
4783,"University of North Texas, dept. of physics; ASL NA2 Nord, Italy, pediatrics"
4784,Perdana University
4785,Ewha womans university
4786,"Professor of Psychiatric Epidemiology and Clinical Informatics, King's College London"
4787,University of sherbrooke
4788,"Doctoral Student, Universidad Nacional de La Plata"
4789,Free University of Bozen
4790,"Ecole Supérieure de la Statistique et de l'Analyse de l'Information, Tunis, Tunisia"
4791,VIT Vellore
4792,"Professor, Universiti Kebangsaan Malaysia"
4793,Institute for Bioengineering and Biosciences
4794,Enikolopov Institute of Synthetic Polymeric Materials of Russian Academy of Sciences
4795,"AutoX, Inc."
4796,SIDRA Medicine
