article_id,title,cited_by,pub_year
5424,A 21st century metropolitan green belt,1718,1970
5425,Differential Effects of the Insulin-Only and Bihormonal Configurations of the Bionic Pancreas on Mean Glucose and Hypoglycemia during the Daytime and Nighttime,386,2018
5426,PB2 protein of a highly pathogenic avian influenza virus strain A/chicken/Yamaguchi/7/2004 (H5N1) determines its replication potential in pigs,382,2009
5427,Reduced tissue hardness of trabecular bone is associated with severe osteoarthritis,1785,2011
5428,Regional and environmental impacts of expanding the heavy duty vehicle charge to the secondary road network in Austria,1999,2012
5429,Metastability and nucleation in Ising models with Swendsen-Wang dynamics,14812,1990
5430,Enhancement of the antioxidant defense system of post-harvested ‘Daw’longan fruit by chlorine dioxide fumigation,1355,2014
5431,"Improved snow-cover model for multi-annual simulations with the STICS crop model under cold, humid continental climates",7167,2014
5432,Evaluation of the impact of anti-thymocyte globulin on post-transplant outcomes in Sickle Cell Anemia patients undergoing BMT from HLA-identical sibling donors,3221,2016
5433,Diabetes gestacional e o impacto do actual rastreio,137,1970
5434,Interseismic ground velocities in Central Apennines from GPS and InSAR measurements: new contributions for seismic hazard models by preliminary results of ESA CHARMING project,412,1970
5435,Properties of H II region populations in galaxies. I-The first-ranked H II regions,60140,1988
5436,Learning capabilities enhanced in harsh environments: a common garden approach,3869,2010
5437,"SANIST: optimization of a technology for compound identification based on the European Union directive with applications in forensic, pharmaceutical and food analyses",204,2017
5438,The microcirculation image quality score: development and preliminary evaluation of a proposed approach to grading quality of image acquisition for bedside videomicroscopy,17481,2013
5439,Photoluminescence in amorphous TiO2-PbO systems,1938,2001
5440,A time-suboptimal method for on-Line ELD with generation rate constraint,6000,1988
5441,Precision additive metal manufacturing,510,1970
5442,Impaired Recognition of Basic Emotions from Facial Expressions in Young People with Autism Spectrum Disorder: Assessing the Importance of Expression Intensity,10480,2017
5443,Neural mechanisms of inhibitory response in a battlefield scenario: a simultaneous fMRI-EEG study,2858,2016
5444,"FOXC1 in human trabecular meshwork cells is involved in regulatory pathway that includes miR-204, MEIS2, and ITGβ1",4549,2013
5445,Large-scale cDNA transfection screening for genes related to cancer development and progression,3054,2004
5446,Simultaneous Enhancement of Charge Separation and Hole Transportation in a TiO2–SrTiO3 Core–Shell Nanowire Photoelectrochemical System,18325,2017
5447,Hochfrequenz Mikroseismizität im Steinsalz der Asse um den 945-m-Bereich,2556,1970
5448,Polystyrene‐coated alumina powder via dispersion polymerization for indirect selective laser sintering applications,265,2013
5449,Search for dark matter from the Galactic halo with the IceCube Neutrino Telescope,52804,2011
5450,From fuzzy rule-based models to their granular generalizations,87,2017
5451,Modelling of critical success factors for implementation of AMTs,27881,2007
5452,Photonic transmission spectra in one-dimensional fibonacci multilayer structures containing single-negative metamaterials,409,1970
5453,Measurement of σ (pp→ bb¯ X) at s= 7 TeV in the forward region,149860,2010
5454,On the covering and reduction problems for context-free grammars,41465,1972
5455,Magnetic ZnFe2O4–C3N4 hybrid for photocatalytic degradation of aqueous organic pollutants by visible light,29877,2014
5456,Evidence for increased plasma levels of calcitonin gene-related peptide in migraine outside of attacks,74403,2000
5457,Formation and properties of Fe20Al80 amorphous powder,2396,1991
5458,An indigenous community-based monitoring system for assessing forest health in New Zealand,4213,2017
5459,Pd‐Catalyzed Multiple C H Functionalization to Construct Biologically Active Compounds from Aryl Aldoxime Ethers with Arenes,1013,2011
5460,9-Iodophenalenone and 9-trifluoromethanesulfonyloxyphenalenone: convenient entry points to new phenalenones functionalised at the 9-position. Iodine-carbonyl interaction …,74,1970
5461,Moment-angle relationship at lower limb joints during human walking at different velocities,5027,1996
5462,Diffusion-induced growth of compositional heterogeneity in polymer blends containing random copolymers,1029,2006
5463,Development of a high-precision surface metrology system and its uncertainty analysis,1403,2005
5464,Dimethyl fumarate controls the NRF2/DJ-1 axis in cancer cells: therapeutic applications,254,2017
5465,Anaerobic microbial biogeochemistry in sediments from two basins in the Gulf of Maine: evidence for iron and manganese reduction,14521,1991
5466,An evaluation of emergency plans and procedures in fitness facilities in Australia: implications for policy and practice,479,1970
5467,"Sex, family wage-earning status, and satisfaction with work",3024,1985
5468,Noncontact strain monitoring of osseointegrated prostheses,4119,2018
5469,Building the rented sector in Scotland,1718,1970
5470,Erratum for' Childhood abuse and intake severity in alcohol disorder patients'.,2886,2007
5471,"Re: Phase I Clinical Trial of a Selective Inhibitor of CYP17, Abiraterone Acetate, Confirms that Castration-Resistant Prostrate Cancer Commonly Remains Hor-mone Driven",61072,1970
5472,The effects of dietary fatty acids on liver fatty acid composition and Δ6-desaturase expression differ with ambient salinities in Siganus canaliculatus,31145,2008
5473,Utilization of torula yeast (Candida utilis) as a protein source in diets for tilapia (Oreochromis mossambicus Peters) fry,2536,2002
5474,Composição da ictiofauna em função da fisiografia de um riacho costeiro de Floresta Atlântica-Brasil,926,1970
5475,Thermal rectification of integrated microheaters for microring resonators in silicon photonics platform,450,2017
5476,Computational study of necrotic areas in rat liver tissue treated with photodynamic therapy,877,2019
5477,Stochastic local search algorithms for DNA word design,23694,2002
5478,pH-regulated nonelectrogenic anion transport by phenylthiosemicarbazones,1776,2016
5479,"Tourismus 2020+ interdisziplinär: Herausforderungen für Wirtschaft, Umwelt und Gesellschaft",1999,1970
5480,Investigation of brucellosis in cattle and sheep in Urmia-Iran,1211,1970
5481,Bubbling cell death: A hot air balloon released from the nucleus in the cold,3489,2016
5482,Influence of maternal depression on children's brooding rumination: Moderation by CRHR1 TAT haplotype,754,2016
5483,Energy-efficient substrate pasteurisation for combined production of shiitake mushroom (Lentinula edodes) and bioethanol,39,2019
5484,Combined Laplace transform and dual reciprocity method for solving time-dependent diffusion equations with nonlinear source terms,2497,1970
5485,Spectra of random graphs with community structure and arbitrary degrees,13987,2014
5486,"Chambers, micrometeorological measurements, and the New Zealand Denitrification–Decomposition model for nitrous oxide emission estimates from an irrigated dairy-grazed pasture",7167,2010
5487,DXA predictions of human femoral mechanical properties depend on the load configuration,1785,2013
5488,Global stabilization for ball-and-beam systems via state and partial state feedback,892,1970
5489,"Determining the long-term slip rate of the Pernicana Fault System, Mt. Etna, to improve earthquake forecast modelling",412,2013
5490,The impact of geometric and surface electronic properties of Pt-catalysts on the particle size effect in electrocatalysis,16195,2005
5491,Cognitive ecology of food hoarding: the evolution of spatial memory and the hippocampus,3869,2013
5492,Integrated metabolite and gene expression profiling revealing phytochrome A regulation of polyamine biosynthesis of Arabidopsis thaliana,5425,2008
5493,Evaluation of grooving corrosion-resistant high frequency electric resistance welded (HF-ERW) steel pipes by new electrochemical technique,1572,1970
5494,Giant magnetocaloric effect in magnetoelectric Eu1-xBaxTiO3,14812,2014
5495,Optimal dosage of cyclopentolate 1% for complete cycloplegia: a randomized clinical trial,4549,2007
5496,Antimicrobial activity of oligomer and polymer chitosan from different sources against foodborne pathogenic bacteria,1355,2011
5497,Clinical and pathological characteristics of micropapillary transitional cell carcinoma: a highly aggressive variant,3054,2000
5498,The two isoforms of the 90-kDalton nucleolus organizer region autoantigen (upstream binding factor) bind with different avidity to DNA modified by the antitumor drug cisplatin,1510,1996
5499,THE STABLE GLUCAGON ANALOG DASIGLUCAGON IS WELL-TOLERATED AND AS EFFECTIVE AS RECOMBINANT HUMAN GLUCAGON WHEN DELIVERED BY THE BIONIC PANCREAS IN RESPONSE TO INSULIN EXCESS,386,2018
5500,Strategies to surpass the vulnerability of the Small Island States with few resources: the case of Cape Verde,137,2012
5501,Inhibition of Marburg virus budding by nonneutralizing antibodies to the envelope glycoprotein,382,2012
5502,Entwicklung einer vollautomatischen Gleichstrom-Geoelektrikanlage für den Einsatz im Vorhaben' Dammbau im Salzgebirge': Contract KWA-5603-6,2556,1970
5503,Highly sensitive visible to infrared MoTe2 photodetectors enhanced by the photogating effect,18325,2016
5504,Constraints on the extremely-high energy cosmic neutrino flux with the IceCube 2008-2009 data,52804,2011
5505,"Interacción termal entre magmas graníticos laramídicos y rocas encajonantes mesoproterozoicas: Historia de enfriamiento de intrusivos de la Sierrita Blanca, NW Sonora",489,2009
5506,Mid-infrared spectral diagnostics of nuclear and extranuclear regions in nearby galaxies,60140,2006
5507,International study on microcirculatory shock occurrence in acutely ill patients,17481,2015
5508,Mycotic keratitis: an overview of diagnosis and therapy,27881,2008
5509,Effects of silymarin MZ-80 on oxidative stress in patients with alcoholic cirrhosis,1024,1970
5510,Sodium alginate as a potential carrier in solid dispersion formulations to enhance dissolution rate and apparent water solubility of BCS II drugs,1938,2016
5511,Photonic crystal wedge as a tunable multichannel filter,409,2015
5512,Invasive pulmonary aspergillosis in a haematopoietic stem cell transplant recipient with sickle cell disease: a successful treatment,3221,1970
5513,Patient-driven control of FES-supported standing up and sitting down: experimental results,5027,2000
5514,Courts and social media: Opportunities and challenges?,479,2013
5515,On the role of flame retardants in mechanical recycling of solid plastic waste,265,2018
5516,Binding of visual and spatial short‐term memory in Williams syndrome and moderate learning disability,10480,2007
5517,Ischaemia-induced (symptomatic) migraine attacks may be more frequent than migraine-induced ischaemic insults,74403,1993
5518,Swimming against the tide: African American girls and science education,3024,2008
5519,"Search for dark matter, extra dimensions, and unparticles in monojet events in proton–proton collisions at TeV",149860,2015
5520,LC-MS application for therapeutic drug monitoring in alternative matrices,204,2018
5521,Phosphorus and calcium requirements in the diet of the American cichlid Cichlasoma urophthalmus (Gunther),2536,2000
5522,A simple communication system based on Brain Computer Interface,2858,2015
5523,Development of granular models through the design of a granular output spaces,87,2017
5524,Facile synthesis of Mn3O4–reduced graphene oxide hybrids for catalytic decomposition of aqueous organics,29877,2013
5525,The Greater London Authority-Problems of Strategy Co-ordination,1718,2002
5526,"Addition of docetaxel, zoledronic acid, or both to first-line long-term hormone therapy in prostate cancer (STAMPEDE): survival results from an adaptive, multiarm, multistage …",61072,2016
5527,Analysis and design of optical demultiplexer based on arrayed plasmonic slot cavities: transmission line model,450,1970
5528,A new tellurium-containing amphiphilic molecule induces apoptosis in HCT116 colon cancer cells,254,2014
5529,Dose-modified oral chemotherapy for AIDS-related non-Hodgkin’s lymphoma (AR-NHL) in East Africa,2886,2006
5530,Модификация модели роста грибов Чантера-Торнли и ее анализ средствами многоподходного имитационного моделирования,39,1970
5531,Regulation of the Degree of Blockiness of the Norbornene–Cyclooctene Copolymer Synthesized via the Cross-Metathesis Reaction,1029,2016
5532,"Effects of climate change on future snow conditions, winter tourism and economy in Tyrol and Styria (Austria): CC-Snow, an interdisciplinary project",1999,1970
5533,Total optimization of smart community by differential evolution considering reduction of search space,6000,2016
5534,Scaling up ﬂux measurements for the boreal forest using aircraft-tower combinations,7167,1997
5535,Binary bulk metallic glass Ni62Nb38 with high compressive strength of 3100 MPa,2396,2007
5536,Kinematic design optimization of the variable lead screw mechanism with cone meshing element,1403,1996
5537,Simulation of low index rutile surfaces with a transferable variable-charge Ti–O interatomic potential and comparison with ab initio results,41465,2002
5538,Is there a ‘suboptimal’woody species height? A response to Scheffer et al.,4213,2015
5539,Optical manipulation of micro/nanoparticles using fiber-based optical tweezers,877,1970
5540,Eye tracking indices of attentional bias in children of depressed mothers: Polygenic influences help to clarify previous mixed findings,754,2016
5541,Magneto-aerotaxis,14521,1970
5542,"The photodecarboxylative addition of carboxylates to phthalimides as a key-step in the synthesis of biologically active 3-arylmethylene-2, 3-dihydro-1H-isoindolin-1-ones",74,2017
5543,A replica exchange Monte Carlo algorithm for protein folding in the HP model,23694,2007
5544,Transcriptome analysis of severely active chronic spontaneous urticaria shows an overall immunological skin involvement,1510,2017
5545,An analytical solution for the HJB equation arising from the Merton problem,2497,2018
5546,Monitoring osseointegrated prosthesis loosening and fracture using electrical capacitance tomography,4119,2018
5547,Blended films of carboxymethyl cellulose from papaya peel (CMCp) and corn starch,1355,2009
5548,Hybrid solar nanogenerator cells,18325,2010
5549,Análise de situação da criança e adolescente em Cabo Verde: relatório anual da situação da criança e adolescente em Cabo Verde,137,1970
5550,Responses of ammonia-oxidizing bacteria and archaea to nitrogen fertilization and precipitation increment in a typical temperate steppe in Inner Mongolia,31145,2013
5551,On the structural energy distribution and cumulative damage in soil-embedded foundation-structure interaction systems,1211,2019
5552,The effect of the particle size on the kinetics of CO electrooxidation on high surface area Pt catalysts,16195,2005
5553,Improvement of soil physical and chemical properties with compost application in rice-wheat cropping system,52804,2008
5554,Metabolic fingerprinting and profiling of Arabidopsis thaliana leaf and its cultured cells T87 by GC/MS,5425,2006
5555,Assessment of transverse isotropy in clinical-level CT images of trabecular bone using the gradient structure tensor,1785,2014
5556,Spin crossover in co-crystallised 2∶ 1 cis∶ trans [FeII (pldpt) 2 (NCS) 2] occurs only in ⅓ of the iron centres,1776,1970
5557,"Levantamento de bactérias, fungos e formas de resistência de parasitos em duas rotas de ônibus do transporte coletivo de Curitiba, Paraná",926,1970
5558,Nucleation and growth of nanocrystalline pyrite nickel diselenide by mechanical alloying,1938,2003
5559,"Samba Sow, Shao Zhujun, Zulfiqar A Bhutta and Jon Abramson",386,1970
5560,Variation in memory and the hippocampus across populations from different climates: a common garden approach,3869,2011
5561,Phosphorylation/de-phosphorylation in specific sites of tumor suppressor WWOX and control of distinct biological events,3489,2018
5562,Warm molecular hydrogen in the Spitzer SINGS galaxy sample,60140,2007
5563,The initiation of gait in Parkinson's disease,5027,1970
5564,Sonogels and derived materials,1024,1999
5565,"Geological and macroseismic data for seismotectonic purpose: the 1706 Maiella (Abruzzo, Italy) earthquake case study",412,2008
5566,Synergism between NOAA-AVHRR and Meteosat data for studying vegetation development in semi-arid West Africa,27881,1991
5567,"Soluble adhesion molecules as markers for sepsis and the potential pathophysiological discrepancy in neonates, children and adults",17481,2014
5568,Experimental investigation on statistical moment-based structural damage detection method,13987,2009
5569,蒸汽喷射器流场模拟及性能优化分析,892,2015
5570,Tools and Techniques: Nuclear Magnetic Resonance,2556,2015
5571,Realistic simulations of combined DNA electrophoretic flow and EOF in nano‐fluidic devices,14812,2008
5572,Jet mass and substructure of inclusive jets in  pp collisions with the ATLAS experiment,149860,2012
5573,Effect of physico-chemical factors on survival of avian influenza virus (H7N3 type),382,1970
5574,Automatic Measurement of AC Impedance,1572,1985
5575,Who should speak for the courts and how? The courts and the media today,479,1970
5576,A survey: Several technologies of non-orthogonal transmission for 5G,3054,2015
5577,A randomized clinical trial of two methods of fascia lata suspension in congenital ptosis,4549,2007
5578,Optical properties of a defective one-dimensional photonic crystal containing graphene nanaolayers,409,2015
5579,The effect of diallyl polysulfanes on cellular signaling cascades,254,2012
5580,Vitamin D pathway gene polymorphisms and hepatocellular carcinoma in chronic hepatitis C-affected patients treated with new drugs,204,2018
5581,The relevance of material and processing parameters on the thermal conductivity of thermoplastic composites,265,2018
5582,The nature and position of processing determines why forgetting occurs in working memory tasks,10480,2010
5583,The antecedents of teenage fatherhood,3024,1989
5584,Glass forming ability and properties of Zr/Nb-based bulk metallic glasses,2396,1970
5585,Peripheral red blood cell split chimerism as a consequence of intramedullary selective apoptosis of recipient red blood cells in a case of sickle cell disease,3221,1970
5586,Restoration of autoregulation of cerebral blood flow by hypocapnia,74403,1972
5587,"Causes and effects of landslides in the Monterrey Metropolitan Area, NE Mexico",489,1970
5588,In-process measurement and monitoring of a polymer laser sintering powder bed with fringe projection,510,2018
5589,The private rented sector,1718,1970
5590,Data reconstruction with information granules: An augmented method of fuzzy clustering,87,2017
5591,Identifying genetic predictors of depression risk: 5-HTTLPR and BDNF Val66Met polymorphisms are associated with rumination and co-rumination in adolescents,754,2013
5592,Potential role of phytohormones and plant growth-promoting rhizobacteria in abiotic stresses: consequences for changing environment,52804,2015
5593,Urine but not serum soluble urokinase receptor (suPAR) may identify cases of recurrent FSGS in kidney transplant candidates,2536,2013
5594,ПОРІВНЯЛЬНА ОЦІНКА СПОСОБІВ ТЕРМІЧНОЇ ОБРОБКИ СУБСТРАТІВ ПРИ ВИРОБНИЦТВІ КСИЛОТРОФНИХ ГРИБІВ (COMPARISON OF HEAT TREATMENT METHODS OF SUBSTRATES IN THE PRODUCTION OF …,39,1970
5595,First-principles study of potassium adsorption on TiO 2 surfaces,41465,1999
5596,Synthesis of zeolites X and A from fly ashes for cadmium and zinc removal from aqueous solutions in single and binary ion systems,29877,2013
5597,Colorimetric ‘naked eye’sensing of anions using a thiosemicarbazide receptor: a case study of recognition through hydrogen bonding versus deprotonation,1776,2013
5598,A comparative study of the disinfection efficacy of H2O2/ferrate and UV/H2O2/ferrate processes on inactivation of Bacillus subtilis spores by response surface methodology for …,1211,2018
5599,The particle size effect on the oxygen reduction reaction activity of Pt catalysts: influence of electrolyte and relation to single crystal models,16195,2011
5600,Myeloid-derived suppressor cells are generated during retroviral transduction of murine bone marrow,1510,2014
5601,Linear interfacial polymerization: Theory and simulations with dissipative particle dynamics,1029,2014
5602,Isolation of obligately alkaliphilic magnetotactic bacteria from extremely alkaline environments,14521,2011
5603,Poly(ADP)-Ribose Polymerase Inhibition: Frequent Durable Responses in BRCA Carrier Ovarian Cancer Correlating With Platinum-Free Interval,61072,2010
5604,Parallel particle swarm optimization for reactive power and voltage control verifying dependability,6000,2015
5605,Inference of transcriptional regulation relationships from gene expression data,23694,2003
5606,Klimaschutz,1999,1970
5607,Steady-state visual evoked potential based classification system for detecting migraine seizures,2858,2013
5608,Aging of a nanostructured Zn50Se50 alloy produced by mechanical alloying,1938,2003
5609,Optimization of Microring-based Filters for Dense WDM Silicon Photonic Interconnects,450,1970
5610,Consumption of fruit and vegetable and risk of coronary heart disease: a meta-analysis of prospective cohort studies,31145,2015
5611,Eddy covariance measurements over crops,7167,1970
5612,Introduced deer at low densities do not inhibit the regeneration of a dominant tree,4213,2016
5613,A calibration methodology of QCT BMD for human vertebral body with registered micro‐CT images,1785,2011
5614,The Sonogel-Carbon electrode as a sol− gel graphite-based electrode,1024,2002
5615,Ultraviolet through far-infrared spatially resolved analysis of the recent star formation in M81 (NGC 3031),60140,2006
5616,Nutrição entérica na criança nascida pré-termo: Revisão do consenso nacional,137,1970
5617,Reduced density matrix for nonequilibrium steady states: A modified Redfield solution approach,14812,2013
5618,Pricing Parisian down-and-in options,2497,2015
5619,Kinematic synthesis of a robot with five degrees of freedom,1403,1988
5620,Zn cluster drifting effect for the formation of ZnO 3D nanoarchitecture,18325,2009
5621,Effects of vanillin and plasticizer on properties of chitosan‐methyl cellulose based film,1355,2008
5622,Shaking table tests for evaluating the damage features under earthquake excitations using smartphones,4119,2018
5623,An update on the nomenclature for the cellulose synthase genes in Populus,27881,2009
5624,Characterization of new drug delivery nanosystems using atomic force microscopy,877,2015
5625,"Phylogenic analysis of the M genes of influenza viruses isolated from free-flying water birds from their Northern Territory to Hokkaido, Japan",382,2008
5626,Indole acetic acid production by fluorescent Pseudomonas spp. from the rhizosphere of Plectranthus amboinicus (Lour.) Spreng. and their variation in extragenic …,29,1970
5627,Is bigger always better? A critical appraisal of the use of volumetric analysis in the study of the hippocampus,3869,2010
5628,Use of on‐line supercritical fluid extraction‐supercritical fluid chromatography/tandem mass spectrometry to analyze disease biomarkers in dried serum spots compared with serum …,5425,2017
5629,A hybrid multiobjective differential evolution algorithm and its application to the optimization of grinding and classification,892,1970
5630,Conformal lower bounds for the Dirac operator of embedded hypersurfaces,13987,2002
5631,2D qt-inversion to investigate spatial variations of hydraulic conductivity using SNMR,2556,2013
5632,Ureteropelvic junction obstruction: morphological and clinical studies,3054,2000
5633,Opportunities for emergency medical services care of sepsis,17481,2010
5634,The effect of high concentration oxygen therapy on PaCO2 in acute and chronic respiratory disorders,3489,2013
5635,Phonological similarity and lexicality effects in children's verbal short-term memory: Concerns about the interpretation of probed recall data,10480,2008
5636,Improvement of dynamic modeling of supercapacitor by residual charge effect estimation,219,2013
5637,Glass formation ability and kinetics of the Gd55Al20Ni25 bulk metallic glass,2396,2006
5638,"Muscular effort and musculoskeletal disorders in piano students: electromyographic, clinical and preventive aspects",5027,1989
5639,Localized waves at the surface of a single-negative periodic multilayer structure,409,2009
5640,Open Constitutional Courts in Australia,479,1970
5641,A propensity scoring approach to characterizing the effects of maternal smoking during pregnancy on offspring’s initial responses to cigarettes and alcohol,754,2016
5642,Performance of jet substructure techniques for large-R jets in proton-proton collisions at  TeV using the ATLAS detector,149860,2013
5643,Surgical management of non-metallic and non-magnetic metallic intraocular foreign bodies,4549,2005
5644,Magnetic resonance angiography of intracranial and extracranial arteries in patients with spontaneous migraine without aura: a cross-sectional study,74403,2013
5645,The vanishing American corporation: Navigating the hazards of a new economy,30888,2016
5646,Analysis of injuries' prevalence in surfers from Paraná seacoast,926,2013
5647,Diagnostic markers for diseases: SELDI-TOF profiling of pig sera for PRRS,204,1970
5648,Success in science among young African American women: The role of minority families,3024,2007
5649,Effects of promoters on catalytic activity and carbon deposition of Ni/γ‐Al2O3 catalysts in CO2 reforming of CH4,29877,2000
5650,"The highly debated seismogenic source of the 1693 eastern Sicily earthquake: some constrains from macroseismic field simulations, Rend",412,2008
5651,Search for a diffuse flux of astrophysical muon neutrinos with the IceCube 40-string detector,52804,2011
5652,Reduction of intramedullary apoptosis after stem cell transplantation in black african variant of pediatric sickle cell anemia,3221,1970
5653,End-Coupling Reactions in Incompatible Polymer Blends: From Droplets to Complex Micelles through Interfacial Instability,1029,2013
5654,Notch signals contribute to preserve the multipotentiality of human CD34+ CD38− CD45RA− CD90+ hematopoietic progenitors by maintaining T cell lineage differentiation potential,1510,2012
5655,Niclosamide inhibits oxaliplatin neurotoxicity while improving colorectal cancer therapeutic response,254,2017
5656,Digital volume correlation can be used to estimate local strains in natural and augmented vertebrae: An organ-level study,1785,2016
5657,Spectrophotometric Properties of Merging Galaxies,60140,1995
5658,"D, Arco, P.; Llunell, M",41465,1970
5659,The international trade framework: obstacles and options for a transition to sustainable agriculture,1999,1970
5660,Characterisation of seven polymorphic microsatellites for Nothofagus subgenus Fuscospora from New Zealand,4213,2012
5661,Variability of seasonal CASI image data products and potential application for management zone delineation for precision agriculture,7167,2005
5662,Development of crystalline morphology and its relationship with mechanical properties of PP/PET microfibrillar composites containing POE and POE-g-MA,265,1970
5663,The use of seed of the leguminous plant Sesbania grandiflora as a partial replacement for fish meal in diets for tilapia (Oreochromis mossambicus),2536,1988
5664,Abiraterone acetate plus prednisone versus placebo plus prednisone in chemotherapy-naive men with metastatic castration-resistant prostate cancer (COU-AA-302): final overall …,61072,2015
5665,Locomotion d'un robot mobile,7,1970
5666,"The listing of buildings: the effect on value: report of research undertaken by the Property Research Unit on behalf of English Heritage, the Department of National Heritage …",1718,1970
5667,"Culture‐independent characterization of a novel, uncultivated magnetotactic member of the Nitrospirae phylum",14521,2011
5668,Stress Analysis of Fillet Welded T-Joints with Undercut by Finite Element Method,1403,1970
5669,Effect of pressure and light on the spin transition behavior of the dinuclear iron(II) compound ,1776,2008
5670,An analytic formula for pricing American-style convertible bonds in a regime switching model,2497,2014
5671,"SAT-encodings, search space structure, and local search performance",23694,1999
5672,Multifunctional distributing sensing and fabrics,4119,2017
5673,"Oxygen and hydrogen evolution reactions on Ru, RuO2, Ir, and IrO2 thin film electrodes in acidic and alkaline electrolytes: A comparative study on activity and stability",16195,2016
5674,Застосування відходів грибної галузі при виробництві біогазу (The use of waste from mushroom industry in the production of biogas),39,1970
5675,On boundedness and attractiveness of nonlinear switched delay systems,892,1970
5676,Characterization and antimicrobial properties of fluorine-rich carbon films deposited on poly (lactic acid),1355,2011
5677,High-speed intravascular photoacoustic imaging of lipid-laden atherosclerotic plaque enabled by a 2-kHz barium nitrite raman laser,31145,2014
5678,Energy–Bandwidth Design Exploration of Silicon Photonic Interconnects in 65nm CMOS,450,1970
5679,Strategic assessment of multiple plant growth promotion traits for shortlisting of fluorescent Pseudomonas spp. and seed priming against ragi blast disease,29,2016
5680,Boron diffusion induced symmetry reduction and scattering in CoFeB/MgO/CoFeB magnetic tunnel junctions,14812,2013
5681,"Implicaciones tectónicas de la geocronología y geoquímica del Cinturón de Intrusivos de Concepción del Oro, Zacatecas",489,1970
5682,GaSe formation by mechanical alloying Ga50Se50 mixture,1938,2003
5683,De-esterified tragacanth microspheres loaded into eudragit s-100 coated capsules for colon-targeted delivery,1211,1970
5684,A New Method of On-line ELD for Thermal Power Plants,6000,1988
5685,Propofol inhibits in vitro platelet aggregation in human whole blood,1024,1997
5686,Gestational Diabetes and the New Screening Test’s Impact,137,2015
5687,The developmental influence of primary memory capacity on working memory and academic achievement.,10480,2015
5688,Missouri mothers and their children: A family study of the effects of genetics and the prenatal environment,754,2015
5689,A mobile brain-computer interface for freely moving humans,2858,2013
5690,Serial procalcitonin predicts mortality in severe sepsis patients: results from the multicenter procalcitonin MOnitoring SEpsis (MOSES) study,17481,2017
5691,"Cloning, mapping, and characterization of a human homologue of the yeast longevity assurance gene LAG1",3054,2001
5692,WW Domain-containing oxidoreductase is a potential receptor for sex steroid hormones,3489,2012
5693,Noise Cancellation for Surface NMR-Derivation of Time and Frequency Domain Approaches,2556,2011
5694,Safety and efficacy of the Perclose suture–mediated closure device after diagnostic and interventional catheterizations in a large consecutive population,27881,2002
5695,A three-mask process for fabricating vacuum-sealed capacitive micromachined ultrasonic transducers using anodic bonding,13987,2015
5696,Toward high performance photoelectrochemical water oxidation: combined effects of ultrafine cobalt iron oxide nanoparticle,18325,2016
5697,"The relationship between migratory behaviour, memory and the hippocampus: an intraspecific comparison",3869,2006
5698,Primary voltage control in active distribution networks via broadcast signals: The case of distributed storage,219,2014
5699,Heat shock protein 70 modulates influenza A virus polymerase activity,382,2014
5700,External Shape Measurement for Industrial Applications using Artificial Intelligence and Optimised Data Fusion,510,1970
5701,Effect of pulsed magnetic field treatment on the magnetic properties for nanocomposite Nd2Fe14B/α-Fe alloys,2396,2008
5702,Media Access to Transcripts and Pleadings and Open Justice: A Case Study.,479,1970
5703,Sitting posture: analysis of lumbar stresses with upper limbs supported,5027,1985
5704,Laser induced autofluorescence for diagnosis of non-melanoma skin cancer,877,2015
5705,Global diversity of large branchiopods (Crustacea: Branchiopoda) in freshwater,74403,1970
5706,Test of lepton universality with B0 → K*0ℓ+ℓ− decays,149860,2017
5707,Risk assessment of the low-carbon transition of Austria’s steel and electricity sectors,1999,2018
5708,Women in male domains: Sport and science,3024,1999
5709,A network of sites for ground biophysical measurements in support of Copernicus Global Land Product Validation,7167,2014
5710,Differentiation of malignant from benign adrenal masses: predictive indices on computed tomography,52804,1985
5711,Clinicopathological study of lacrimal sac specimens obtained during DCR,4549,2010
5712,Quantification of coffee blends for authentication of Asian palm civet coffee (Kopi Luwak) via metabolomics: A proof of concept,5425,2016
5713,Functional traits reveal processes driving natural afforestation at large spatial scales,4213,2013
5714,"Effect of N 4-Substituent Choice on Spin Crossover in Dinuclear Iron (II) Complexes of Bis-Terdentate 1, 2, 4-Triazole-Based Ligands",1776,2013
5715,Optical properties of a one-dimensional photonic crystal containing a graphene-based hyperbolic metamaterial defect layer,409,2017
5716,Sleep deprivation and drowsiness of medical residents and medical students,926,2016
5717,"Drug levels, immunogenicity and assessment of active sacroiliitis in patients with axial spondyloarthritis under biologic tapering strategy",1510,2016
5718,Automated algorithm configuration and parameter tuning,23694,1970
5719,Rotational stability in screw-fixed scaphoid fractures compared to plate-fixed scaphoid fractures,1785,2016
5720,Monophyletic origin of magnetotaxis and the first magnetosomes,14521,2013
5721,DAMPENING BULLWHIP EFFECT OF ORDER-UP-TO INVENTORY STRATEGIES VIA AN OPTIMAL CONTROL METHOD,892,1970
5722,Clinical and kinomic analysis identifies peripheral blood mononuclear cells as a potential pharmacodynamic biomarker in metastatic renal cell carcinoma patients treated with …,254,2016
5723,Видовое разнообразие грибов рода trichoderma (pers: fr.) при промышленном производстве культивируемых грибов в условиях Украины,39,2017
5724,Aggregation of nitrile-butadiene copolymers in solutions,1029,2009
5725,The economics of listed buildings,1718,1970
5726,Clinical endocrinology and hormones quantitation: the increasing role of mass spectrometry.,204,2018
